3,112
4,131
5,157
6,160
6,171
6,129
7,131
7,114
8,114
8,123
9,86
9,87
10,72
10,92
11,86
11,118
11,120
12,92
12,123
13,102
13,151
13,128
14,115
14,154
14,154
14,106
15,165
15,165
15,157
16,123
16,153
16,126
17,115
17,152
17,127
18,116
18,167
18,144
18,130
18,111
19,158
19,132
19,127
20,114
20,114
20,139
20,116
20,119
21,92
21,152
21,124
21,125
22,113
22,132
22,129
23,127
23,172
23,166
23,163
23,147
23,147
24,133
24,179
24,160
25,151
25,233
25,200
25,165
26,153
26,211
26,204
26,174
27,171
27,205
27,180
28,163
28,221
29,172
29,214
29,176
30,176
30,205
31,176
31,210
32,187
32,202
33,168
33,199
34,166
34,183
35,159
35,172
36,161
36,180
36,151
37,131
37,128
37,92
37,81
38,81
38,112
39,92
39,149
40,123
40,148
40,118
41,97
41,98
41,84
42,84
42,105
43,92
43,134
43,108
44,90
44,141
44,138
45,114
45,153
45,134
46,111
46,129
46,113
47,98
47,146
47,101
48,83
48,122
48,102
49,151
49,151
50,116
50,126
50,90
51,73
51,63
52,63
52,90
53,58
53,69
54,58
54,98
54,87
55,61
