3,139
4,180
5,203
6,195
7,193
8,215
9,223
9,233
9,168
10,217
10,186
11,186
11,206
12,153
12,192
13,169
13,195
14,163
14,180
15,159
15,195
15,162
16,187
16,187
16,162
17,146
17,173
17,148
18,126
18,164
18,151
19,144
19,166
19,158
20,145
20,163
20,146
21,125
21,180
21,159
22,121
22,179
22,156
22,125
23,169
23,142
23,142
24,119
24,151
25,134
25,182
25,161
26,135
26,155
26,113
27,111
27,134
27,111
28,156
28,156
29,121
32,150
32,150
33,117
33,122
34,112
34,130
35,105
35,128
36,114
36,135
37,111
37,131
38,111
38,182
38,159
38,159
39,142
39,192
39,176
40,167
40,225
40,210
40,196
41,181
41,254
41,235
41,234
42,202
42,291
42,256
42,221
43,218
43,271
43,256
44,245
44,305
44,269
45,236
45,289
45,256
45,249
45,249
46,265
46,265
46,243
46,246
47,218
47,298
47,265
47,265
48,252
48,332
48,300
48,298
49,274
49,329
49,318
49,300
50,294
50,364
50,339
49,333
49,313
52,198
52,232
52,219
53,209
53,260
53,239
53,239
53,191
53,234
53,202
53,195
53,195
54,183
54,239
54,205
54,190
55,172
55,166
55,152
55,152
55,152
56,164
56,164
56,143
56,135
57,121
57,161
57,137
57,129
58,93
58,116
58,101
58,68
59,59
59,102
59,86
59,83
60,71
60,105
60,99
60,86
61,78
61,122
61,94
62,87
62,134
62,97
63,91
63,110
63,97
63,97
63,78
64,94
64,94
64,94
65,76
65,141
65,132
65,131
65,112
65,112
66,95
66,136
66,133
67,121
67,155
67,139
68,127
68,182
68,168
69,145
69,238
69,208
69,178
70,163
70,229
70,188
71,161
71,233
71,208
72,180
72,233
72,207
73,180
73,220
73,196
74,187
74,251
74,220
75,222
75,254
75,225
76,216
76,307
76,281
76,256
77,241
77,314
