3,107
4,159
5,236
6,248
7,270
7,260
7,260
8,187
8,209
9,185
9,201
10,170
10,200
11,179
11,207
11,190
12,196
12,196
13,178
13,201
14,174
14,171
15,141
15,151
16,112
16,133
17,100
17,119
17,89
18,89
18,128
18,102
19,85
19,121
19,103
20,106
20,139
20,129
20,129
21,142
21,142
21,124
22,121
22,162
22,151
23,132
23,132
23,132
23,132
23,132
23,181
23,161
23,162
24,149
24,180
24,139
25,133
25,161
25,138
25,138
26,128
26,128
27,100
27,116
28,107
28,118
29,104
29,118
30,102
30,110
31,101
31,125
31,107
32,107
32,134
32,141
33,107
33,139
34,124
34,147
35,119
35,138
36,113
36,125
37,91
37,136
38,115
38,131
39,132
39,180
39,139
40,181
40,181
41,153
41,209
42,183
42,215
43,166
43,203
44,154
44,189
45,155
45,177
46,134
46,169
47,131
47,135
48,100
48,139
48,114
49,114
49,147
50,117
50,145
51,114
51,117
52,84
52,102
53,78
53,105
54,81
54,90
54,90
55,88
56,75
56,100
56,74
57,74
57,97
58,81
58,111
59,97
59,125
60,84
60,90
61,71
61,91
61,91
62,78
62,85
63,85
63,117
63,117
63,103
64,82
64,111
65,93
65,176
65,122
66,97
66,138
67,117
67,126
68,111
68,149
69,102
69,156
70,117
70,144
71,105
71,132
72,109
72,136
72,91
73,91
74,87
75,92
76,108
76,102
77,72
77,82
78,59
78,76
79,55
79,72
80,57
80,73
81,55
81,61
82,55
82,69
82,69
83,56
83,75
84,69
84,75
85,78
85,90
85,94
86,71
86,89
87,65
87,92
88,73
88,106
88,97
89,80
89,100
90,80
90,116
90,101
91,82
91,105
91,104
92,141
92,120
93,120
93,158
94,138
94,148
95,134
95,143
96,107
96,130
97,108
97,133
98,104
98,124
99,85
99,125
100,97
100,114
101,96
101,96
102,83
102,109
103,89
103,123
103,117
104,91
104,136
105,118
105,147
106,126
106,168
107,140
107,170
108,154
108,184
108,156
109,138
109,200
109,168
110,165
110,234
110,191
111,164
111,216
111,189
112,154
112,180
113,134
113,188
114,151
114,174
115,142
115,158
116,107
116,117
117,94
117,112
118,92
118,151
118,107
119,152
119,114
119,114
120,110
120,82
121,125
121,118
122,142
123,119
123,162
123,121
124,121
124,128
125,131
126,109
126,134
126,134
127,101
127,128
128,109
128,139
129,111
129,101
130,122
130,95
131,114
131,114
132,114
132,135
133,122
133,146
134,117
134,136
134,136
135,139
135,139
136,119
136,137
137,116
137,135
138,118
138,144
139,119
139,124
140,124
140,115
141,115
141,137
142,93
142,125
143,98
143,102
144,126
144,113
145,128
145,107
146,107
146,156
146,150
147,161
147,126
148,168
148,143
149,178
149,144
150,154
150,154
151,120
151,140
151,140
152,152
152,133
152,98
153,103
153,91
154,91
154,101
155,114
156,100
156,143
156,123
156,123
157,154
157,134
157,131
158,184
158,130
159,112
159,144
159,117
159,100
160,130
160,111
160,111
161,126
161,93
162,92
162,109
162,91
163,89
163,122
163,105
164,92
164,110
164,98
165,81
165,106
165,92
166,89
166,123
166,110
167,96
167,161
167,152
167,140
168,124
168,195
168,172
169,129
169,180
169,149
170,138
170,215
170,176
171,145
171,173
171,136
172,126
172,179
172,157
172,168
173,136
173,213
173,170
174,143
174,195
175,159
175,202
176,167
176,168
177,140
177,147
178,179
178,134
179,144
179,113
180,157
180,131
181,199
181,166
182,121
182,156
183,108
183,142
184,107
184,122
184,122
185,102
186,78
186,97
186,72
187,103
188,82
188,107
189,93
189,122
190,97
190,124
190,113
191,87
191,119
191,108
192,92
192,121
193,104
193,149
193,122
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,101
194,164
194,164
194,137
195,110
195,132
196,105
196,138
197,171
197,143
197,143
198,142
198,142
198,142
198,142
198,142
198,142
198,142
198,133
198,133
198,133
198,133
198,133
198,133
198,133
199,100
199,152
200,117
200,199
200,164
201,156
201,130
202,190
202,153
202,153
203,143
203,129
204,162
205,135
205,158
205,110
206,124
207,94
207,95
208,66
208,64
209,48
209,66
210,48
211,55
211,96
212,60
213,86
213,123
214,99
215,139
215,139
216,107
216,143
217,142
217,142
218,141
218,141
219,101
219,88
220,116
221,99
221,130
221,108
222,142
223,104
223,129
224,97
224,127
224,109
225,81
225,106
226,87
226,128
226,106
227,98
227,84
228,124
228,107
229,144
230,114
230,120
231,113
231,166
231,151
232,119
232,168
233,119
233,193
233,146
234,102
234,124
235,115
235,127
236,106
236,124
237,137
238,113
238,164
239,130
239,170
240,135
240,174
241,146
241,174
242,145
242,178
243,128
243,171
244,160
244,186
245,187
245,153
246,195
247,131
247,146
248,116
248,174
248,159
248,145
249,155
249,142
250,194
250,177
250,120
251,144
252,133
252,175
252,161
253,126
253,161
253,128
254,107
254,172
254,136
255,154
255,154
255,123
256,149
256,128
256,112
257,150
257,118
258,119
258,173
258,157
259,143
259,221
259,184
259,185
260,166
260,212
260,191
261,234
261,193
262,203
262,274
262,261
262,251
262,234
263,209
263,290
263,284
263,259
263,255
263,244
264,330
264,313
264,327
264,312
264,300
264,286
264,286
265,276
265,396
265,373
265,358
265,348
265,348
265,333
266,410
266,386
266,385
267,365
267,429
267,393
268,390
268,461
268,407
268,415
269,384
269,368
269,325
269,313
270,395
270,338
270,293
271,305
271,324
271,298
271,261
272,243
272,300
272,261
272,261
273,290
273,271
274,222
274,306
274,271
274,246
275,232
275,285
275,257
276,277
276,239
276,213
276,182
277,241
277,204
277,180
278,158
278,199
278,182
278,152
279,192
279,145
279,145
279,128
280,161
280,140
280,118
281,99
281,119
281,98
281,95
282,101
282,83
283,64
283,84
283,77
284,53
284,88
285,68
285,122
285,97
286,111
286,91
287,148
287,128
287,128
288,143
288,138
288,108
289,144
290,118
290,143
291,120
291,132
292,122
292,148
293,123
293,157
294,114
294,114
295,121
296,105
296,156
297,125
297,170
298,141
298,174
299,132
299,201
299,171
300,175
301,147
301,191
302,147
302,194
303,180
303,219
304,182
304,216
304,167
305,152
306,117
306,139
307,110
307,139
308,104
308,130
309,107
309,137
310,91
310,139
311,107
312,89
312,108
313,96
313,136
314,113
314,182
315,137
315,205
316,157
316,97
317,130
318,71
318,90
319,65
319,77
320,54
320,62
321,73
322,138
322,99
322,99
323,90
323,62
324,89
325,55
325,85
326,43
326,80
326,65
327,72
328,48
328,79
328,62
329,40
329,64
330,61
330,61
330,58
331,91
331,85
331,85
332,114
332,89
333,57
334,65
335,88
335,127
336,115
336,115
337,130
337,110
338,75
338,111
339,118
339,118
340,144
341,104
341,133
342,91
342,140
342,120
343,87
343,73
344,117
345,88
345,120
346,83
346,107
347,98
347,129
347,103
348,145
348,144
349,130
349,199
349,184
349,175
350,231
350,203
351,169
351,233
352,196
352,257
352,239
353,269
353,251
354,211
354,306
354,263
355,227
355,278
356,219
357,222
357,281
358,221
358,307
359,254
359,352
360,298
361,318
361,354
362,334
362,372
363,335
363,384
364,323
364,365
364,313
365,296
365,245
366,202
366,223
366,199
367,160
367,190
367,155
368,144
368,101
369,57
369,75
370,57
370,76
371,72
372,50
372,90
373,62
373,92
374,146
374,146
374,78
375,122
376,85
376,130
377,72
378,79
378,131
379,97
380,72
380,129
381,97
381,133
382,90
382,109
383,118
383,84
384,160
385,103
385,143
386,102
386,165
387,178
387,178
388,158
389,146
389,198
390,155
390,216
391,207
392,168
392,234
392,207
393,176
393,204
394,200
395,173
395,233
395,211
396,174
396,253
396,222
396,211
397,265
397,245
397,236
398,233
398,271
398,271
398,245
399,324
399,280
399,280
400,261
400,329
400,280
401,342
401,315
402,287
402,377
402,321
403,395
403,359
403,309
404,282
404,338
404,307
404,292
405,343
405,319
405,306
406,286
406,342
406,317
406,301
407,349
407,340
407,290
408,287
408,342
408,320
408,270
409,313
409,307
409,275
409,216
410,255
410,226
410,191
410,148
411,135
411,145
411,118
411,97
412,83
413,79
413,120
413,75
414,81
415,68
415,91
416,72
416,89
416,84
417,119
417,107
418,92
418,159
418,153
418,114
419,114
419,109
420,80
420,132
420,103
421,124
422,96
422,124
423,110
423,150
424,113
424,151
425,158
426,147
426,182
426,172
427,162
428,137
428,172
429,136
429,149
430,143
431,118
431,169
432,135
432,168
433,145
433,185
433,185
434,200
434,189
435,143
435,133
436,180
437,129
437,174
437,144
438,117
439,99
439,135
440,91
440,127
441,109
441,144
442,155
443,113
443,129
444,97
444,122
445,122
445,109
446,142
447,130
447,152
448,142
448,182
448,163
449,268
449,244
449,227
450,201
450,226
450,226
451,266
451,247
451,224
452,199
452,275
452,248
452,218
453,285
453,248
453,235
454,271
454,255
455,227
455,289
455,278
456,305
456,287
456,272
457,240
457,313
457,287
458,328
458,300
458,295
459,259
459,312
459,277
460,266
